user_id,trips_booked,total_cancellations,has_children,avg_hotel_cost_total,age_end_july_2023,total_hotel_transactions,total_flights_transactions,avg_checked_bags,Perks
515739,3,0,0,337.0,47.0,2,5,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
515751,3,0,1,1565.33,42.0,3,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
515764,3,0,1,3136.0,23.0,3,2,2.0,Family Big Spenders - Kids stay free next hotel booking
515778,3,0,0,673.33,51.0,3,4,0.5,Senior Travellers - 15% off next booking
515802,5,0,0,863.2,40.0,5,8,0.75,Hotel Stayer - Free meal with next hotel booking
515818,1,0,0,0.0,66.0,0,2,0.0,Senior Travellers - 15% off next booking
515831,2,0,1,646.0,31.0,1,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
515835,3,0,1,643.0,47.0,3,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
515854,2,0,0,548.5,66.0,2,0,0.0,Senior Travellers - 15% off next booking
515874,1,0,0,1962.0,67.0,1,0,0.0,Senior Travellers - 15% off next booking
515891,5,0,0,1275.75,40.0,4,10,0.4,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
515901,2,0,0,452.0,35.0,2,4,0.5,Light Packer - Free drink and snack on next flight booked
515908,2,0,1,265.5,47.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
515941,4,0,1,1106.75,46.0,4,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
515947,2,0,0,330.0,30.0,2,3,0.5,Light Packer - Free drink and snack on next flight booked
515953,3,0,0,546.0,42.0,3,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
515974,3,0,1,1704.0,22.0,3,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
515985,3,0,0,656.0,42.0,3,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516001,1,0,0,918.0,31.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
516004,2,0,1,795.0,50.0,2,2,0.5,Family Small Spenders - Kids eat for free next hotel booking
516006,5,0,0,908.2,47.0,5,10,0.4,Big Spenders - 1 Night free hotel room next flight booking
516039,0,0,0,0.0,16.0,0,0,0.0,First Timer - 10% off next booking
516053,5,0,1,260.33,41.0,3,10,0.4,Family Small Spenders - Kids eat for free next hotel booking
516057,3,1,0,1249.0,37.0,2,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516061,3,0,0,1296.0,54.0,2,6,0.33,Senior Travellers - 15% off next booking
516076,0,0,0,0.0,70.0,0,0,0.0,First Timer - 10% off next booking
516086,1,0,1,1872.0,17.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
516089,3,0,1,281.33,56.0,3,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
516092,4,0,0,394.67,37.0,3,8,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516105,3,0,1,1322.0,49.0,2,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
516117,3,0,1,845.0,46.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
516118,2,0,0,3392.0,37.0,2,2,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516127,0,0,0,0.0,30.0,0,0,0.0,First Timer - 10% off next booking
516132,2,1,1,387.0,48.0,1,4,1.0,Family Small Spenders - Kids eat for free next hotel booking
516144,4,0,1,272.67,50.0,3,8,0.75,Family Small Spenders - Kids eat for free next hotel booking
516150,1,0,1,2520.0,64.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
516152,1,0,0,366.0,35.0,1,2,1.0,Light Packer - Free drink and snack on next flight booked
516176,4,0,1,534.67,50.0,3,8,0.25,Family Small Spenders - Kids eat for free next hotel booking
516177,3,0,0,283.33,50.0,3,6,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516178,3,0,1,147.0,28.0,2,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
516211,3,1,0,718.0,40.0,2,6,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516216,4,0,0,374.25,37.0,4,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516217,1,0,0,0.0,44.0,0,2,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516243,0,0,1,0.0,32.0,0,0,0.0,First Timer - 10% off next booking
516246,4,0,0,554.25,37.0,4,8,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516251,7,0,0,519.83,51.0,6,14,0.71,Big Spenders - 1 Night free hotel room next flight booking
516269,5,0,0,480.8,36.0,5,8,0.25,Hotel Stayer - Free meal with next hotel booking
516273,2,0,1,840.0,41.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
516282,2,0,0,328.0,42.0,2,4,1.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516283,1,1,1,171.0,23.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
516287,1,1,0,549.0,52.0,1,2,0.0,Senior Travellers - 15% off next booking
516290,3,0,0,1115.33,44.0,3,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516296,2,0,0,639.0,39.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516301,4,1,0,434.25,26.0,4,8,0.75,Light Packer - Free drink and snack on next flight booked
516340,1,0,0,372.0,17.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
516351,3,0,0,531.0,41.0,3,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516368,0,1,1,0.0,46.0,0,0,0.0,Non-Committer - Free Cancellation on next booking
516375,5,0,0,541.8,37.0,5,10,0.4,Big Spenders - 1 Night free hotel room next flight booking
516418,3,0,0,898.0,26.0,3,4,0.5,Light Packer - Free drink and snack on next flight booked
516420,2,0,0,190.5,45.0,2,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516433,1,0,0,0.0,17.0,0,2,0.0,Light Packer - Free drink and snack on next flight booked
516456,4,0,0,225.0,38.0,3,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516507,2,0,0,1150.5,42.0,2,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516516,1,0,0,2032.0,59.0,1,1,1.0,Senior Travellers - 15% off next booking
516528,3,0,0,1926.67,53.0,3,6,0.67,Senior Travellers - 15% off next booking
516543,1,0,0,3794.0,49.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516556,1,0,1,723.0,36.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
516561,2,0,0,441.0,47.0,2,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516571,4,0,0,858.67,63.0,3,4,0.5,Senior Travellers - 15% off next booking
516578,4,0,0,559.5,39.0,4,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516579,4,0,0,1677.25,28.0,4,4,1.0,Light Packer - Free drink and snack on next flight booked
516583,0,0,1,0.0,45.0,0,0,0.0,First Timer - 10% off next booking
516590,2,0,0,601.5,18.0,2,2,0.0,Light Packer - Free drink and snack on next flight booked
516593,3,0,0,2085.67,37.0,3,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516594,4,0,0,885.25,53.0,4,8,0.25,Senior Travellers - 15% off next booking
516614,4,0,0,620.67,36.0,3,7,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516616,6,0,1,1081.83,53.0,6,8,0.75,Family Small Spenders - Kids eat for free next hotel booking
516620,0,0,0,0.0,65.0,0,0,0.0,First Timer - 10% off next booking
516639,5,0,1,495.0,52.0,2,10,1.0,Family Small Spenders - Kids eat for free next hotel booking
516647,4,0,0,830.67,42.0,3,8,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516679,1,1,0,160.0,42.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516680,0,0,0,0.0,65.0,0,0,0.0,First Timer - 10% off next booking
516682,3,0,0,465.0,25.0,2,2,1.0,Light Packer - Free drink and snack on next flight booked
516694,2,0,1,960.0,51.0,1,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
516697,1,0,0,1580.0,75.0,1,0,0.0,Senior Travellers - 15% off next booking
516704,4,0,0,808.25,46.0,4,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516732,3,0,1,585.67,38.0,3,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
516739,2,0,1,535.0,38.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
516744,1,0,0,763.0,21.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
516763,1,0,0,534.0,45.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516765,0,0,1,0.0,26.0,0,0,0.0,First Timer - 10% off next booking
516789,4,0,0,1386.5,38.0,4,8,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516798,1,0,0,374.0,41.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516806,5,1,0,1865.75,40.0,4,9,0.6,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
516808,3,0,0,859.33,28.0,3,6,0.33,Light Packer - Free drink and snack on next flight booked
516827,6,0,0,721.0,51.0,5,8,0.75,Hotel Stayer - Free meal with next hotel booking
516833,3,0,0,1252.0,18.0,2,6,0.33,Light Packer - Free drink and snack on next flight booked
516841,1,0,1,1772.0,18.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
516862,2,0,0,2790.0,67.0,1,2,0.0,Senior Travellers - 15% off next booking
516933,3,0,0,137.0,16.0,1,6,0.0,Light Packer - Free drink and snack on next flight booked
516939,1,0,1,92.0,29.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
516965,4,0,1,476.0,35.0,4,8,0.0,Family Small Spenders - Kids eat for free next hotel booking
516967,0,0,1,0.0,25.0,0,0,0.0,First Timer - 10% off next booking
516972,2,0,1,770.5,42.0,2,4,1.0,Family Small Spenders - Kids eat for free next hotel booking
517033,3,0,0,2120.67,20.0,3,0,0.0,Light Packer - Free drink and snack on next flight booked
517061,6,0,1,892.33,53.0,6,7,1.0,Family Small Spenders - Kids eat for free next hotel booking
517064,3,0,1,452.33,17.0,3,4,0.0,Family Small Spenders - Kids eat for free next hotel booking
517076,5,0,0,941.0,38.0,5,4,0.0,Hotel Stayer - Free meal with next hotel booking
517105,4,0,0,447.0,47.0,3,7,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517119,4,0,1,618.25,45.0,4,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
517131,2,1,0,525.0,67.0,2,0,0.0,Senior Travellers - 15% off next booking
517142,3,0,0,248.0,38.0,1,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517143,2,0,0,870.0,25.0,2,0,0.0,Light Packer - Free drink and snack on next flight booked
517150,6,0,0,756.5,36.0,6,12,0.17,Big Spenders - 1 Night free hotel room next flight booking
517158,3,0,1,419.67,52.0,3,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
517205,2,0,0,1146.5,47.0,2,3,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517212,5,0,1,713.25,53.0,4,10,0.2,Family Small Spenders - Kids eat for free next hotel booking
517219,0,0,0,0.0,21.0,0,0,0.0,First Timer - 10% off next booking
517231,2,0,0,1811.5,47.0,2,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517284,5,0,1,851.67,43.0,3,8,0.5,Family Small Spenders - Kids eat for free next hotel booking
517324,1,0,0,0.0,68.0,0,2,1.0,Senior Travellers - 15% off next booking
517330,1,0,0,994.0,69.0,1,2,1.0,Senior Travellers - 15% off next booking
517356,2,1,0,1913.0,51.0,2,4,0.0,Senior Travellers - 15% off next booking
517370,3,0,0,663.67,40.0,3,4,1.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517392,4,1,0,337.0,46.0,3,8,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517393,1,0,0,248.0,35.0,1,2,0.0,Light Packer - Free drink and snack on next flight booked
517397,5,0,0,433.4,35.0,5,10,0.4,Light Packer - Free drink and snack on next flight booked
517403,4,0,1,1357.25,48.0,4,5,1.0,Family Small Spenders - Kids eat for free next hotel booking
517415,1,0,1,350.0,34.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
517438,5,0,0,392.6,38.0,5,9,0.4,Hotel Stayer - Free meal with next hotel booking
517445,3,0,0,2205.0,40.0,3,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517467,2,0,0,2743.0,36.0,2,2,2.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517486,3,0,0,151.33,46.0,3,5,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517491,8,0,0,857.29,55.0,7,12,0.5,Big Spenders - 1 Night free hotel room next flight booking
517543,0,0,0,0.0,44.0,0,0,0.0,First Timer - 10% off next booking
517545,2,0,0,190.0,52.0,1,4,0.0,Senior Travellers - 15% off next booking
517548,3,0,0,358.5,51.0,2,6,0.67,Senior Travellers - 15% off next booking
517549,6,0,0,936.0,50.0,5,12,0.67,Big Spenders - 1 Night free hotel room next flight booking
517571,1,0,0,417.0,44.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517579,1,0,0,1260.0,19.0,1,2,0.0,Light Packer - Free drink and snack on next flight booked
517581,3,0,0,1339.33,35.0,3,6,0.67,Light Packer - Free drink and snack on next flight booked
517596,3,0,1,965.67,53.0,3,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
517622,0,0,1,0.0,17.0,0,0,0.0,First Timer - 10% off next booking
517633,4,0,0,1346.0,37.0,4,5,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517653,2,0,1,155.5,52.0,2,4,1.0,Family Small Spenders - Kids eat for free next hotel booking
517674,3,0,0,3282.0,30.0,2,6,1.67,Heavy Packer - Free bag on next flight
517675,4,0,0,1034.5,29.0,4,8,1.0,Light Packer - Free drink and snack on next flight booked
517676,4,0,0,436.0,42.0,2,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517700,4,0,0,467.0,46.0,4,6,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517715,2,0,0,2044.0,81.0,2,4,1.0,Senior Travellers - 15% off next booking
517732,2,0,0,182.0,43.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517735,2,0,1,2964.0,48.0,1,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
517739,1,0,1,1115.0,25.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
517743,4,0,0,223.0,34.0,4,7,0.5,Light Packer - Free drink and snack on next flight booked
517772,4,1,1,380.25,37.0,4,7,0.0,Family Small Spenders - Kids eat for free next hotel booking
517776,3,0,1,799.0,59.0,3,6,1.0,Family Small Spenders - Kids eat for free next hotel booking
517787,1,0,0,2256.0,32.0,1,2,2.0,Heavy Packer - Free bag on next flight
517803,5,0,0,418.4,47.0,5,8,0.25,Hotel Stayer - Free meal with next hotel booking
517819,1,0,0,800.0,32.0,1,1,2.0,Heavy Packer - Free bag on next flight
517825,4,0,0,219.0,53.0,4,8,0.75,Senior Travellers - 15% off next booking
517839,3,0,0,533.0,46.0,2,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517847,4,0,0,178.25,48.0,4,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517871,1,0,1,204.0,26.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
517894,3,0,0,902.0,47.0,3,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
517898,1,1,1,348.0,19.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
517925,1,0,0,8400.0,27.0,1,2,0.0,Light Packer - Free drink and snack on next flight booked
517931,5,0,0,2697.2,36.0,5,5,0.67,Hotel Stayer - Free meal with next hotel booking
517961,2,1,1,321.0,61.0,2,4,1.0,Family Small Spenders - Kids eat for free next hotel booking
517967,2,0,1,889.5,45.0,2,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
517968,4,0,0,695.75,42.0,4,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518012,2,0,0,164.0,33.0,2,4,0.0,Light Packer - Free drink and snack on next flight booked
518015,4,0,1,1033.0,40.0,4,8,0.25,Family Small Spenders - Kids eat for free next hotel booking
518041,1,0,0,460.0,18.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
518044,4,0,1,633.33,53.0,3,4,1.0,Family Small Spenders - Kids eat for free next hotel booking
518074,2,0,0,1350.0,29.0,1,4,0.5,Light Packer - Free drink and snack on next flight booked
518084,1,0,0,2124.0,23.0,1,2,1.0,Light Packer - Free drink and snack on next flight booked
518092,5,0,0,423.67,44.0,3,10,0.4,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518121,3,0,0,1119.33,31.0,3,6,0.67,Light Packer - Free drink and snack on next flight booked
518127,4,0,0,443.0,35.0,4,8,0.25,Light Packer - Free drink and snack on next flight booked
518135,2,1,0,281.0,34.0,2,2,0.0,Light Packer - Free drink and snack on next flight booked
518191,2,1,0,370.0,45.0,1,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518196,3,0,1,4697.0,55.0,2,4,1.0,Family Big Spenders - Kids stay free next hotel booking
518211,4,0,1,229.75,38.0,4,8,0.75,Family Small Spenders - Kids eat for free next hotel booking
518219,3,0,0,292.0,25.0,2,6,0.33,Light Packer - Free drink and snack on next flight booked
518281,4,0,1,462.67,53.0,3,7,0.5,Family Small Spenders - Kids eat for free next hotel booking
518324,5,0,0,555.2,39.0,5,9,0.4,Hotel Stayer - Free meal with next hotel booking
518334,2,0,1,1074.0,31.0,2,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
518338,4,0,1,878.5,35.0,4,6,0.0,Family Small Spenders - Kids eat for free next hotel booking
518347,4,0,1,468.67,54.0,3,8,0.25,Family Small Spenders - Kids eat for free next hotel booking
518348,2,0,1,2288.0,34.0,2,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
518354,0,0,0,0.0,21.0,0,0,0.0,First Timer - 10% off next booking
518372,2,0,0,613.5,29.0,2,4,0.5,Light Packer - Free drink and snack on next flight booked
518393,2,0,0,215.0,40.0,2,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518406,3,0,0,370.0,50.0,3,5,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518416,3,0,0,1626.67,44.0,3,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518422,1,0,0,339.0,59.0,1,0,0.0,Senior Travellers - 15% off next booking
518443,2,0,0,1440.0,77.0,2,2,1.0,Senior Travellers - 15% off next booking
518450,2,0,1,1995.0,62.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
518480,4,0,1,1347.5,44.0,4,6,1.33,Family Small Spenders - Kids eat for free next hotel booking
518495,2,0,0,2210.0,23.0,2,4,1.0,Light Packer - Free drink and snack on next flight booked
518516,3,0,1,893.67,55.0,3,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
518526,5,0,0,1135.0,53.0,5,9,0.2,Hotel Stayer - Free meal with next hotel booking
518527,5,0,0,1092.8,44.0,5,10,0.2,Big Spenders - 1 Night free hotel room next flight booking
518533,3,0,1,152.0,36.0,1,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
518535,3,0,0,708.5,44.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518541,4,0,0,927.5,46.0,2,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518567,1,0,0,106.0,17.0,1,2,1.0,Light Packer - Free drink and snack on next flight booked
518579,3,0,0,733.33,41.0,3,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518582,4,0,1,2785.33,49.0,3,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
518585,3,0,1,373.0,42.0,3,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
518612,6,0,0,706.83,43.0,6,10,0.6,Big Spenders - 1 Night free hotel room next flight booking
518628,0,0,1,0.0,47.0,0,0,0.0,First Timer - 10% off next booking
518629,4,1,0,245.25,47.0,4,8,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518639,1,0,0,96.0,33.0,1,2,1.0,Light Packer - Free drink and snack on next flight booked
518642,1,0,0,5346.0,70.0,1,0,0.0,Senior Travellers - 15% off next booking
518645,0,0,0,0.0,22.0,0,0,0.0,First Timer - 10% off next booking
518694,2,0,0,2040.0,40.0,2,2,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518696,1,0,1,396.0,37.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
518711,2,0,0,795.0,43.0,2,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518716,2,0,1,2290.5,39.0,2,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
518722,4,0,0,184.33,52.0,3,8,1.0,Senior Travellers - 15% off next booking
518726,1,0,1,0.0,16.0,0,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
518735,1,0,1,1190.0,28.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
518743,3,0,0,1413.33,33.0,3,6,0.0,Light Packer - Free drink and snack on next flight booked
518747,2,0,1,569.0,49.0,2,3,0.5,Family Small Spenders - Kids eat for free next hotel booking
518751,5,0,0,570.0,32.0,3,10,0.2,Light Packer - Free drink and snack on next flight booked
518756,2,1,0,614.5,51.0,2,4,0.5,Senior Travellers - 15% off next booking
518826,1,0,1,514.0,38.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
518827,4,0,1,1771.25,48.0,4,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
518865,3,0,1,511.33,26.0,3,5,0.67,Family Small Spenders - Kids eat for free next hotel booking
518866,3,0,0,385.33,54.0,3,6,0.0,Senior Travellers - 15% off next booking
518867,2,0,0,383.0,33.0,2,4,0.5,Light Packer - Free drink and snack on next flight booked
518870,3,0,0,408.0,37.0,3,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518894,3,0,0,132.0,49.0,1,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518896,3,1,0,2416.33,56.0,3,4,0.5,Senior Travellers - 15% off next booking
518907,5,0,0,603.8,41.0,5,6,0.67,Hotel Stayer - Free meal with next hotel booking
518922,1,0,0,4560.0,83.0,1,0,0.0,Senior Travellers - 15% off next booking
518925,1,0,1,976.0,30.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
518931,0,0,1,0.0,16.0,0,0,0.0,First Timer - 10% off next booking
518954,3,0,1,504.67,35.0,3,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
518956,2,0,0,739.5,47.0,2,2,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518963,2,0,1,399.0,30.0,2,3,0.0,Family Small Spenders - Kids eat for free next hotel booking
518971,2,0,0,112.0,38.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
518998,3,0,1,284.33,45.0,3,6,1.33,Family Small Spenders - Kids eat for free next hotel booking
519014,4,0,0,1904.67,38.0,3,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519059,2,0,1,553.5,26.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
519079,5,0,0,1504.25,49.0,4,7,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519089,3,0,1,444.0,33.0,2,6,1.0,Family Small Spenders - Kids eat for free next hotel booking
519091,2,0,0,3461.0,53.0,2,2,1.0,Senior Travellers - 15% off next booking
519096,2,0,1,491.5,32.0,2,4,0.0,Family Small Spenders - Kids eat for free next hotel booking
519114,3,0,1,851.33,38.0,3,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
519117,4,0,1,777.25,45.0,4,8,0.5,Family Small Spenders - Kids eat for free next hotel booking
519137,3,0,0,748.33,49.0,3,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519140,5,0,0,506.4,55.0,5,8,1.0,Hotel Stayer - Free meal with next hotel booking
519171,2,0,1,868.0,47.0,1,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
519191,1,0,0,1904.0,19.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
519205,2,0,0,557.0,43.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519210,4,0,0,544.0,43.0,3,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519211,5,0,0,422.0,36.0,5,7,0.75,Hotel Stayer - Free meal with next hotel booking
519248,1,0,1,4100.0,26.0,1,2,2.0,Family Big Spenders - Kids stay free next hotel booking
519254,7,0,0,848.0,30.0,7,12,0.33,Light Packer - Free drink and snack on next flight booked
519260,3,0,1,315.0,26.0,3,4,1.0,Family Small Spenders - Kids eat for free next hotel booking
519267,1,0,0,130.0,46.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519285,4,0,0,358.25,29.0,4,6,0.33,Light Packer - Free drink and snack on next flight booked
519312,0,0,1,0.0,58.0,0,0,0.0,First Timer - 10% off next booking
519313,1,0,1,678.0,23.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
519335,2,0,1,767.0,63.0,2,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
519348,3,0,0,370.0,45.0,3,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519353,1,0,0,1092.0,67.0,1,0,0.0,Senior Travellers - 15% off next booking
519357,5,0,1,446.75,44.0,4,10,0.6,Family Small Spenders - Kids eat for free next hotel booking
519368,1,0,1,198.0,19.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
519383,1,1,0,1140.0,32.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
519392,2,0,0,393.0,56.0,1,4,1.0,Senior Travellers - 15% off next booking
519393,3,0,1,269.0,49.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
519406,0,0,0,0.0,22.0,0,0,0.0,First Timer - 10% off next booking
519412,2,0,0,452.0,49.0,2,2,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519419,1,0,1,864.0,32.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
519430,2,0,0,737.0,34.0,2,4,0.5,Light Packer - Free drink and snack on next flight booked
519446,4,0,0,701.0,47.0,3,8,1.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519469,2,1,0,616.5,34.0,2,2,1.0,Light Packer - Free drink and snack on next flight booked
519515,4,0,1,1986.0,50.0,3,6,1.33,Family Small Spenders - Kids eat for free next hotel booking
519529,1,0,1,96.0,24.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
519532,3,0,0,223.33,43.0,3,6,1.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519541,2,0,0,430.5,47.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
519548,0,0,1,0.0,25.0,0,0,0.0,First Timer - 10% off next booking
519554,3,0,1,984.0,32.0,3,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
519561,0,0,0,0.0,71.0,0,0,0.0,First Timer - 10% off next booking
